genes,t_stats,p_values,fdr_corrected_p
MIEN1,-1.1639779647025634,0.24558875892265586,0.811905342639581
CASS4,0.37484890497798773,0.7081038640782856,0.9507085399421508
USP32,-0.8369909546197526,0.4034302996485908,0.8684364720907436
DEF6,0.09017031276743412,0.9282270816170547,0.9794916357866792
CAT,-0.5104548279307712,0.6102020198303351,0.92594274451163
CDC20,0.7270628632184384,0.4678960422493891,0.8903169043674025
WDR88,-0.5033531004344665,0.61517769647076,0.9288976295424952
NLRP4,-1.0097422934513087,0.313635691167363,0.827294381660711
EME1,0.36332828669329614,0.7166794809287685,0.9507085399421508
TAFA5,-2.013038194512998,0.045227380765929054,0.5372182694392059
SCMH1,-1.0675899918808969,0.28677818431462854,0.827294381660711
TAC3,2.1415071737240696,0.033240535285232,0.48652056190203197
PHKB,-0.4200966877873044,0.6747906751005073,0.9507085399421508
PFDN4,1.571867729833838,0.1172986033241502,0.7052575556013689
DHCR7,-0.6514319230575591,0.5153909884088201,0.905708141271939
NKAIN1,-1.0148798242344916,0.3111851395096762,0.827294381660711
ETV3,1.3946033957446837,0.16442496539027393,0.7189762992715542
SLC38A2,1.8072446516735623,0.07197632478390764,0.6230208758176952
ZNF571,-0.41291160795584175,0.6800400239344413,0.9507085399421508
GP1BB,0.22023663330277166,0.8258740912579795,0.9738202353109606
CRELD2,0.7732533682967453,0.44013336526980085,0.8835594988583283
TMEM241,-0.7278438164249474,0.4674186788508009,0.8903169043674025
PCGF2,0.9833963563335008,0.3264027166702621,0.8354664130987631
ARHGAP9,-0.07126449977880023,0.9432465971230206,0.9818842317572161
ERGIC2,1.2873465678016645,0.19921359995846977,0.752896469326611
ARHGAP5,-1.9506653587219278,0.05226081510147357,0.5646973980763251
PSRC1,-0.18008514269139414,0.8572376875338072,0.9763984461847085
MDGA1,-0.30874327836763327,0.7577846529977889,0.9673470204671337
KRTAP5-9,0.23686809393040953,0.8129611748548753,0.9694480640509195
UPK1A,0.9288481453226071,0.3539010327761549,0.8504188996561335
ERBB2,-2.8661823175075614,0.004523396908222062,0.24195362129608802
TAF8,1.5573514720963686,0.1207047220193305,0.7052575556013689
FAAP24,0.027370091538659977,0.9781872974960601,0.9917390106855523
GALR2,0.19190559620999414,0.8479784216735453,0.9754280510779714
PI4KA,-1.896322020543806,0.059118481759762774,0.6119508093736731
ELF5,1.2745959002427707,0.20368497711998437,0.7654841235249625
RHBDL2,0.311035009925092,0.7560439859621687,0.9673470204671337
SLC26A8,-1.96418336164702,0.050662951421570825,0.5523557757308177
CALCR,-0.33763829761733083,0.7359309003997254,0.961324007910281
MYL6B,-0.4883111047555307,0.6257753449568499,0.932732307461176
ZNF793,0.6853269360832256,0.4937990325455822,0.9022161164049712
GZMH,0.28369935179093986,0.776885375065003,0.9677277617569142
EXO5,-0.16444367039187277,0.8695202983673402,0.9763984461847085
RPAP3,-0.2216008987441227,0.8248130175594799,0.9738202353109606
IL25,0.5230056272642758,0.6014528421411036,0.9232716573103205
CEBPG,1.142450861869523,0.25440510135414357,0.8213068073870673
FNBP1L,1.687265951847102,0.09285141706913033,0.6673695601843742
SPINDOC,0.4221230261577444,0.6733131123710481,0.9507085399421508
GRB7,-1.34225447150821,0.18078182704078466,0.7222301278800578
MYH7,-1.8292973953153253,0.06859577948000449,0.6140035366816882
LMTK2,-1.7596135870304193,0.07974740646214465,0.6481079158535112
FLG,-1.945035033966085,0.05293873504608275,0.5682090894946216
GJA9,-0.534060786325696,0.5937938037899337,0.9232716573103205
SRP54,-1.0301636453061227,0.3039702353248676,0.827294381660711
LRFN2,-1.1744281958796245,0.24138754188698602,0.8060521199733213
COMMD9,0.5499465104297873,0.5828674830621816,0.9232716573103205
MYCBP,-0.4515035931476693,0.6520343618495965,0.9444227204786183
KCTD2,-0.5372467478888893,0.5915949270983798,0.9232716573103205
TNFRSF18,1.1887177448292117,0.2357256172422746,0.8060521199733213
FCRL2,2.3147280931242515,0.021472547528626592,0.409246601155016
MXRA7,0.9692763678803281,0.3333830996045355,0.8404694858841214
TMOD2,-1.4400000145198233,0.15117053452901624,0.7189762992715542
BRCC3,1.0365268212570042,0.30099965274621215,0.827294381660711
OPN1LW,-1.4192723099958524,0.15711710107350257,0.7189762992715542
MAP3K11,0.7016812684112007,0.48355782266841474,0.8928074478166831
NFKBID,-0.7055974011163313,0.4811228349779094,0.8924052584267674
FBXO33,0.7077625780799808,0.4797794523538743,0.891968727817249
ZC3H10,0.7528984622443256,0.4522488018495796,0.8903169043674025
PNMT,-0.20317927531215735,0.839167065265751,0.9744923945746027
INSRR,0.2620246993087865,0.7935271508388823,0.9677277617569142
CD300LF,-0.3250629851832975,0.7454165862714035,0.9631787350697911
NACA,0.21617233771077293,0.829037035594915,0.9738202353109606
CDCA8,-1.4469362925001745,0.14921960000520712,0.7189762992715542
AGRN,0.7829602936882091,0.43442232403031267,0.8764660923418588
ASPHD2,-1.759227481286599,0.07981309910097902,0.6481079158535112
AGO3,-0.3361757750491471,0.7370320486076903,0.961324007910281
MPL,-0.2619121385569371,0.793613829549459,0.9677277617569142
TEX47,0.3436304249127838,0.7314250861871924,0.9584554008600374
STAC3,1.5821479383196133,0.11493269696358466,0.7052575556013689
USP35,-0.7979693102276281,0.4256771389673095,0.8743147011917128
SLC7A4,-0.8753454365306959,0.3822611653060265,0.8684364720907436
LRFN1,-0.9412406130676507,0.34752798857358036,0.8451964676789492
FXYD1,0.33566979011016185,0.7374131365026069,0.961324007910281
NFKBIB,-0.8923787682349755,0.37308380246458905,0.8645012207158099
SLC6A8,0.5947006481303897,0.5526038277614471,0.9202477346414158
MMP3,0.3161921344733241,0.7521314974312876,0.9656552718216691
SKIL,0.2963520600543026,0.7672175163722326,0.9673470204671337
SRI,1.0583254939823699,0.29097109359455353,0.827294381660711
PIM3,-0.44538458499673955,0.656443318257475,0.9447462471653527
FBF1,-0.2958718024606202,0.7675838241192648,0.9673470204671337
LRP3,1.858783968475161,0.06428187770117363,0.6119508093736731
PLXNA3,1.0193729376920544,0.30905241371107145,0.827294381660711
LTC4S,-0.4844421686724167,0.628513900497875,0.9343932344453612
EAPP,1.0676358456749901,0.28675753450089236,0.827294381660711
RSPO1,-0.4047332431759677,0.6860340900831621,0.9507085399421508
PPP1R1B,-0.6007785201985929,0.5485544494023791,0.9196624776249612
SPCS2,0.6747639397334511,0.5004752431226266,0.9029735684256178
MGAT4B,-1.359708973933046,0.1751980589590073,0.7189762992715542
ECM1,-0.8616105672053228,0.3897618803645789,0.8684364720907436
PSME2,2.5519680477224678,0.01133259076399814,0.3453847165597089
CRNN,-2.295115112943966,0.02259007674660266,0.409246601155016
ZFP92,-0.7643211913140312,0.44542666766224404,0.8877486539482193
SLCO1A2,-0.5192091412736194,0.6040933660125118,0.9232716573103205
CRP,-1.1367469394587513,0.2567778069345833,0.8213068073870673
ASIP,0.2588749055639215,0.7959536511340434,0.9677277617569142
TXNRD2,1.1835610112801322,0.2377578576528296,0.8060521199733213
SGCA,0.5729962066204365,0.567183711817284,0.9205300161550678
DCAF8,-0.03283570745971747,0.973832894249226,0.9885693314888108
HNRNPL,0.8911854020997211,0.37372226684360477,0.8645012207158099
EFS,-0.7078133284775989,0.4797479890152595,0.891968727817249
ADAM30,0.07873361245928852,0.9373101148026552,0.9798238778023457
ANO6,0.8583986466560041,0.39152884315805647,0.8684364720907436
PDCD2L,0.7341803785372825,0.4635554697797658,0.8903169043674025
DGCR2,-0.138862999970126,0.8896748574863151,0.9763984461847085
PHGDH,1.1789604485242484,0.2395813969452725,0.8060521199733213
SLC22A9,-1.3559778425943432,0.17638064801452186,0.7189762992715542
GOLIM4,0.4064702812368062,0.6847593052012111,0.9507085399421508
TNFAIP1,-0.20664399937296318,0.8364630995635985,0.9744923945746027
IGLL5,0.05741109777740517,0.954265492273332,0.984588790340795
MAML1,0.7269618231711393,0.4679578235724383,0.8903169043674025
KDR,-0.6261762862324358,0.5317943977233892,0.9176730764572953
DNAI2,0.030257704797726326,0.9758866741993145,0.9900299593326378
SERPINH1,-0.8178415462736427,0.4142588727779868,0.8684364720907436
IDH3G,-0.15903280169400003,0.8737767762605332,0.9763984461847085
DYRK1B,-0.5849995525490976,0.5590975983582724,0.9202477346414158
SLC22A11,0.08537949617045472,0.9320308745211874,0.9794916357866792
C1orf216,-0.3721497153993537,0.7101097727203362,0.9507085399421508
COL1A1,0.6520603080016991,0.5149862516049439,0.905708141271939
RORC,-2.500695825047313,0.013062861736275352,0.3453847165597089
MRPS12,-2.663280678202729,0.008262130346404545,0.3167149966121742
PIM1,-1.7953801778354261,0.07385115828727766,0.631258562996863
SAMD14,-0.5731425743076152,0.5670847718665359,0.9205300161550678
NEUROD2,-0.41219297690873036,0.6805659134013735,0.9507085399421508
SERPINA6,0.21966514753363034,0.8263186663671287,0.9738202353109606
CEP89,-0.7311743729296927,0.4653859045411608,0.8903169043674025
GP5,0.281549645678855,0.7785314603359634,0.9677277617569142
SYCN,0.15708416179739854,0.8753105877900497,0.9763984461847085
NRBF2,-0.020246363754006486,0.983863664515801,0.9934234725525146
MBOAT1,0.1742080130084811,0.8618488467221345,0.9763984461847085
TSHZ3,0.9579476478932846,0.33905315427976845,0.8411025861177616
GPR84,-0.15332263197620719,0.8782726879325178,0.9763984461847085
DUSP22,3.026626699001735,0.0027425013265787333,0.22077135678958804
MIPOL1,0.7555957869056,0.4506325081108332,0.8903169043674025
IKZF4,-0.4999743767372436,0.6175512146232225,0.9288976295424952
MFAP4,0.13897371877843018,0.8895874595438058,0.9763984461847085
CGAS,-0.013951588019500154,0.9888801950729096,0.9950606962921152
EXOC7,-1.5514166455189615,0.12211951594440373,0.7062455989071588
ZMPSTE24,-1.35182605513392,0.1777035916876965,0.7189762992715542
PNPLA1,-0.9976108755544099,0.3194728383305741,0.8282629141903772
FBXL20,1.5881977572511383,0.11355813517439237,0.7052575556013689
VAPB,-0.3537405615676139,0.723843873588942,0.9531994939964098
SMCO2,-0.22808398392822465,0.819775153919186,0.9729668387733467
PNCK,1.4679710774084518,0.14342140714903212,0.7189762992715542
ARRB1,-0.7812012030997016,0.43545407274431536,0.8774481315623877
PON2,1.3337310972384127,0.18355634075129768,0.7234379582519852
CELF3,-0.2004070770018279,0.8413319431420483,0.9744923945746027
LCE4A,1.5800451185896385,0.11541354550762675,0.7052575556013689
NOS2,0.26793552172834256,0.7889790840937971,0.9677277617569142
SCARF2,-0.5538304110555219,0.5802105340209074,0.9232716573103205
RBBP8,0.20148886690852685,0.8404870021926716,0.9744923945746027
RCOR2,-0.8300784723922442,0.40731933685376354,0.8684364720907436
ZNF30,-0.3311333568403348,0.740832691206882,0.9623004144999464
NAA40,0.4351640268721019,0.6638344390049291,0.9477586771893144
BRMS1,-0.019864493317215386,0.9841679743610316,0.9934234725525146
FFAR1,-1.467346191462241,0.14359111222769333,0.7189762992715542
SLC2A2,-0.24347903949722877,0.8078423054666414,0.9677277617569142
ZDHHC19,-0.3648885970119501,0.7155158952723293,0.9507085399421508
C1orf210,0.7971310872955468,0.42616279722429273,0.8743147011917128
TRIT1,-2.0672332955224157,0.039784531870362586,0.5218988596833762
ZCRB1,2.8626885941286138,0.004571877281240848,0.24195362129608802
FAM133B,0.8023120275978366,0.4231662204798414,0.8743147011917128
NOP9,3.406462994100151,0.0007714479496178693,0.14942748727637947
MIF4GD,0.5384031244315911,0.5907977549345292,0.9232716573103205
SLFNL1,-0.989835962896382,0.3232511830916548,0.8345952447887981
SELENOO,-0.5201854466273577,0.6034138279257208,0.9232716573103205
DDIT3,1.225996151699337,0.22140171467477385,0.787826683037155
SDR39U1,1.4708454603997843,0.1426427821621839,0.7189762992715542
GSS,1.0600640252063298,0.2901811264723479,0.827294381660711
AJUBA,-0.207704909824693,0.8356355230603785,0.9744923945746027
INHBE,0.5420192946092911,0.5883080876989176,0.9232716573103205
MRGPRF,-1.4157637621436066,0.1581410889949359,0.7189762992715542
WFIKKN2,1.2412047438365117,0.21574191001192394,0.7843391389805684
FOXP4,0.26078164888123956,0.7944845183092242,0.9677277617569142
HCST,1.3433804129077318,0.18041766829159864,0.7222301278800578
AURKA,-1.267414241837376,0.2062355646788963,0.7678593256398859
COL1A2,-1.3571145453770472,0.1760197354575162,0.7189762992715542
G2E3,2.4117305138469645,0.016628699608596982,0.37183619958112696
BAZ1A,-0.5750830583306119,0.5657738528768712,0.9202477346414158
ARHGEF17,1.2470420179611923,0.2135976792817354,0.7798010513460182
BHLHE41,0.37558242810399056,0.7075590960267988,0.9507085399421508
CRY2,-0.5024028520650419,0.615844827997764,0.9288976295424952
KIF6,0.3861298176402096,0.699742606672203,0.9507085399421508
SMARCC2,-0.5756362845453329,0.5654003822178821,0.9202477346414158
GTPBP10,-0.6176686637187532,0.5373793975417295,0.9179646928674411
CDK2AP2,-1.3522855434621364,0.1775568134996624,0.7189762992715542
ETV3L,0.373214563214679,0.7093181863953442,0.9507085399421508
KIRREL1,-1.6974046974366022,0.0909164596648531,0.6623325794588846
MTO1,-1.4467410456946486,0.14927425039918177,0.7189762992715542
ZNF804B,-0.3977654566813011,0.6911566487056919,0.9507085399421508
ZBTB32,-1.3809727631961384,0.1685718729291798,0.7189762992715542
RBM42,-0.44659322171805615,0.6555714928491476,0.9447462471653527
ARTN,0.6909433041436014,0.4902689041413616,0.9008633112172126
SLC6A1,-0.4345683509628778,0.6642662348193665,0.9477586771893144
DTX3,0.12680508977111482,0.8992008396109435,0.9788460796305741
ANGPTL5,-0.8616597517149155,0.389734860649387,0.8684364720907436
COA4,-0.5390582385186861,0.5903463592123468,0.9232716573103205
CDK4,-1.5652830943869813,0.11883410562355708,0.7052575556013689
FLCN,0.3972061752215371,0.6915684410819707,0.9507085399421508
APPBP2,-2.2424762601889054,0.02584435749835959,0.41797866653051907
GRB2,-0.9353050822734444,0.3505712200634723,0.8466906855138
MC3R,0.7433676805290378,0.45798617607661063,0.8903169043674025
GNB1L,0.10341539014028685,0.9177196600521349,0.9794916357866792
TTC9B,-1.8189070377169045,0.0701718327636215,0.6140035366816882
NOVA1,-0.24966895206745202,0.8030569310203101,0.9677277617569142
RTN4R,-1.556746414601912,0.1208483671652598,0.7052575556013689
TPBGL,-1.0222086281294784,0.30771142505441607,0.827294381660711
SLC9A3R1,-1.4720384691730004,0.14232057535192147,0.7189762992715542
SBSN,0.218518169002263,0.8272111026872663,0.9738202353109606
ENDOU,0.45115568936233247,0.6522847125472538,0.9444227204786183
IL33,-0.36413213289912594,0.7160799378860525,0.9507085399421508
ID4,-1.403544548623821,0.16174704943351068,0.7189762992715542
APOBEC2,1.0887623765743981,0.27735075824808075,0.827294381660711
OTOP3,-1.0995936893607365,0.27261095046098677,0.827294381660711
DHRS4L2,-2.231311317950157,0.026584823980041593,0.4196232020379114
C12orf40,1.1394968999822352,0.2556319611292195,0.8213068073870673
PLCZ1,-1.4572582480728848,0.146352266082993,0.7189762992715542
LTO1,0.9192842573563139,0.35886990822974874,0.8526199599036526
TBC1D22B,-0.985282369863855,0.3254776309482561,0.8354664130987631
KMT5B,1.8754918998269356,0.06193917540079104,0.6119508093736731
FAM209A,-0.5612750107204693,0.5751337645122074,0.9232716573103205
PSMC4,-1.4467263141817797,0.14927837443452846,0.7189762992715542
PGR,-0.19568018707741633,0.8450260647768306,0.9745644443343103
SNX6,1.7852299199039352,0.07548682921629059,0.6352641804264311
CARMIL3,0.7183991807928422,0.4732099743132344,0.8903861613181947
DYNC1I1,-0.581370889712657,0.5615361168132106,0.9202477346414158
ESYT1,0.5977213815029551,0.5505894223401191,0.9196624776249612
TSPO2,-0.4398297308745027,0.6604562398676176,0.9468695869874125
DPP3,0.39596580219353716,0.6924820406308381,0.9507085399421508
GSTP1,0.8527480117038232,0.3946492582345674,0.8684364720907436
IRF9,-0.37084708132562966,0.7110785526635819,0.9507085399421508
EGLN3,-1.26199076540333,0.20817714158772593,0.7692643853997513
MACF1,-0.3055713942773313,0.7601958716989909,0.9673470204671337
GMFG,-0.23705834121117178,0.8128137524132768,0.9694480640509195
NACA2,1.070460542939094,0.2854874071776242,0.827294381660711
BNIP5,-2.0363336720476357,0.042814893394899786,0.5291611194242725
BMP7,-0.6206245910000189,0.5354355625765648,0.9179646928674411
TMEM97,0.32817482029630785,0.7430656140821799,0.9624582772906753
APIP,1.3106532672566986,0.1912277423911769,0.7347017062444237
YIF1A,-0.14127241204473592,0.887773250027265,0.9763984461847085
SYCP2,-0.6112462492568629,0.5416150756689697,0.918551226762813
SEMA3D,0.7401938634476984,0.4599058441797784,0.8903169043674025
PA2G4,0.274862149232439,0.7836586136605229,0.9677277617569142
POU3F1,-1.9175407772758069,0.05635628769558905,0.5930302169274403
TOMM6,-0.8680917554869655,0.38621129537877286,0.8684364720907436
R3HDM2,1.3645304870360508,0.17367870152348153,0.7189762992715542
PAX9,-1.5687420252782993,0.11802553582736984,0.7052575556013689
HPN,-1.4222929556167925,0.15623956795863253,0.7189762992715542
ABCB1,-1.1532522893276935,0.24995409799203264,0.8196050871021845
TSHZ2,-0.8036303932941882,0.42240568365862774,0.8743147011917128
LGALS16,-1.088827888648646,0.27732192124265287,0.827294381660711
HOXC4,-1.461601239063805,0.14515858288740643,0.7189762992715542
RBM38,-1.2653075663426072,0.2069881660420562,0.7678593256398859
PRPSAP1,-2.144749012924588,0.032977369158343935,0.48652056190203197
TAGLN2,2.2406929805755715,0.02596140785903845,0.41797866653051907
GTSF1,0.9166080988461517,0.36026815927258204,0.854244088996844
BDH1,1.6642464071249694,0.09736822410630948,0.6827701640469745
RIIAD1,-1.0533040894761847,0.29326092406314125,0.827294381660711
NXPH4,0.5241284989942571,0.600672870243643,0.9232716573103205
NDUFA4L2,2.5160433581175177,0.012521785804153394,0.3453847165597089
PRORP,-0.714608575012764,0.47554543551118034,0.8918617310114951
PPM1F,-1.1905008891216893,0.23502577580372366,0.8060521199733213
REC8,-0.08684573150553927,0.930866549042147,0.9794916357866792
LARGE2,-0.7986639014606931,0.4252749459304005,0.8743147011917128
HOXC10,-1.1597575912675406,0.24729998339842396,0.8125570883091072
LRRK2,1.0193718608992115,0.30905292366001824,0.827294381660711
COX8A,-2.0576734763659226,0.04070188286268263,0.5221010229193482
KAT7,2.957632779083484,0.0034097523765474064,0.24195362129608802
GJA5,-0.28867104436770546,0.7730822931113641,0.9673470204671337
USP49,-1.0744600820798105,0.28369556573632404,0.827294381660711
KCNE3,0.4017900450758497,0.6881961087244927,0.9507085399421508
PPP1R16A,-0.7892339748133734,0.43075425032242387,0.8764660923418588
PCNX3,-1.0271545431857583,0.3053818049027852,0.827294381660711
SRD5A3,1.3896288663220233,0.16592933683285221,0.7189762992715542
GXYLT1,0.023086396484912782,0.9816005396783877,0.9932011016889173
GAB2,0.8844589957981465,0.37733368239444853,0.8684364720907436
USH1G,-1.838654780320889,0.06720157500015922,0.6119508093736731
ZNF385A,0.4549563671187933,0.6495518968982801,0.9444227204786183
FMO5,-0.08498513573188213,0.9323440579996398,0.9794916357866792
FAM50A,0.5200578137107734,0.6035026446465543,0.9232716573103205
PSMB2,-0.7343320582924148,0.46346321512870103,0.8903169043674025
SORT1,0.29322884516319186,0.7696006246723239,0.9673470204671337
TOB1,-2.0807156581916053,0.038520821144728545,0.5218988596833762
DPH2,2.328306570531443,0.020727515873215065,0.409246601155016
MMP13,-0.30019806700429147,0.7642859385158582,0.9673470204671337
SRPK1,-0.6671989346352102,0.5052860482809176,0.9048338615099487
SLC16A5,-2.393501448053999,0.017457518867003127,0.3805845827405879
C12orf71,-0.21147932657402815,0.8326927323470377,0.9740316437154751
C1orf94,-1.2665082577016604,0.20655897843167886,0.7678593256398859
SERPINA1,-0.07144656466880102,0.9431018520963323,0.9818842317572161
SAMD11,0.6401476253931856,0.5226872837933674,0.9108430012010649
TIMM10,2.5694768488234736,0.010790433043229424,0.3453847165597089
GNAS,-1.3238308100024705,0.18681876683028945,0.7270492091528542
LUC7L3,0.7191288374809462,0.4727611494563647,0.8903861613181947
TNFRSF4,-0.42439442753443635,0.6716583620257535,0.9507085399421508
CCDC24,0.5030477938100459,0.6153920052201479,0.9288976295424952
BAIAP2L1,1.0840338762371637,0.2794375717907086,0.827294381660711
KRTDAP,0.5483798595618672,0.5839408321077371,0.9232716573103205
TMEM212,0.3180222038764439,0.7507446358333668,0.9651506291489492
ZNF570,-0.005017656780912498,0.9960006741152767,0.9984813731790757
DMKN,0.17033362080753606,0.8648912740202537,0.9763984461847085
FEN1,1.4362403133534236,0.1522361496600244,0.7189762992715542
SEC23A,1.8416493241164744,0.0667603906925544,0.6119508093736731
NPAS4,-0.6321956638733894,0.5278608117950983,0.9136247524375081
PAMR1,0.37765107906006146,0.7060235762212457,0.9507085399421508
STK38,-0.9594932737947246,0.33827591729994455,0.8404694858841214
HEPACAM2,0.36994503651793703,0.7117496863757573,0.9507085399421508
TMEM130,2.155655607038897,0.032105127707443344,0.48652056190203197
MRPL11,-1.2678155763150718,0.2060924166086045,0.7678593256398859
LRFN3,0.9347017632816687,0.35088149957385073,0.8466906855138
ZNF831,-0.5620179357828327,0.5746282960830794,0.9232716573103205
HES4,0.22649214355850475,0.8210114537730304,0.9729668387733467
FAM177A1,1.0463129349423257,0.2964692027295115,0.827294381660711
ZBP1,-1.2519528790884857,0.21180577131362024,0.7750165723066559
PEA15,2.2324020826092648,0.026511679847557885,0.4196232020379114
SLC6A4,0.3893593019595279,0.6973556323819224,0.9507085399421508
RPS3,1.3391520918122337,0.18178805855704255,0.7226636401897248
C1orf122,-0.9601630250328683,0.3379394824533136,0.8404694858841214
ZNF697,-1.462385285721365,0.14494388733030814,0.7189762992715542
CDKN1A,-1.660443308846259,0.09813119049207446,0.6827701640469745
GNGT1,-1.309369613541946,0.19166131467245834,0.7347017062444237
TECPR1,-0.29329372341398874,0.7695510982205773,0.9673470204671337
RDH16,0.9685158839199032,0.3337617850191642,0.8404694858841214
ANO1,-0.3845336467557121,0.7009234724764364,0.9507085399421508
PPME1,-0.2886974949833266,0.7730620743540408,0.9673470204671337
ACP6,-1.8355828069524978,0.06765667333448062,0.6119508093736731
WDR87,-0.24484603391662102,0.8067848629933358,0.9677277617569142
CLTCL1,-0.320195231390237,0.7490989261997694,0.9641988797319719
MMP7,-1.0386161613944906,0.3000285239269729,0.827294381660711
PABPN1,-0.6180426590041572,0.5371332590549514,0.9179646928674411
RAB37,-0.5182409587999501,0.6047675916263988,0.9232716573103205
STK38L,-0.04253452082052181,0.9661079581005667,0.9863739249484909
PITPNM1,1.9644495229012715,0.05063190853983217,0.5523557757308177
TUFT1,0.5773649183721968,0.564234188909339,0.9202477346414158
MYO5C,0.09067713997706171,0.927824768002715,0.9794916357866792
BRMS1L,-0.3434245602100127,0.7315797338350343,0.9584554008600374
CDKAL1,-1.740140916990788,0.0831160889857006,0.6605192321722487
GYS2,-0.9327794230962456,0.35187130323361515,0.8468053784844849
ARHGAP4,-1.0497906357834383,0.29487032496830845,0.827294381660711
IKBKB,0.7023885160702054,0.48311757020915735,0.8928074478166831
TMEM92,1.238361904359025,0.21679181296237277,0.7843391389805684
CLDN11,-1.1436874552957181,0.25389273684315317,0.8213068073870673
ALG8,1.1165094864527403,0.26532066916631425,0.827294381660711
C2CD4D,-1.6800093088535386,0.09425665160004376,0.6744587070047576
S100A11,1.7287213013309424,0.08514501192999138,0.6605192321722487
TREML4,-0.08307249147106896,0.933863143436368,0.9794916357866792
SLC10A3,-0.7891935597521242,0.4307778220449565,0.8764660923418588
PPP1R2,-0.9094159304923249,0.3640429781169826,0.8581393774060644
SLC29A2,1.2238316556480713,0.22221584631550603,0.787826683037155
EPN2,-0.042473786469630875,0.9661563227601057,0.9863739249484909
AMN1,-1.0747256989676885,0.28357683815315876,0.827294381660711
DHRS1,0.4532537116712697,0.6507755798224968,0.9444227204786183
NFKBIA,-0.6537786340456044,0.5138803429374519,0.905708141271939
PAK4,0.29335702116970913,0.7695027791913733,0.9673470204671337
PTHLH,0.5647666776630383,0.5727599592296946,0.9232716573103205
TDRD12,-0.12142864777386925,0.9034531321808629,0.9794916357866792
PHC3,-0.19768010489922438,0.843462681329797,0.9745644443343103
TFAP2C,-1.3009606691256452,0.19451956343202118,0.7421244007714551
NELFCD,1.1240846770843094,0.26210015645707524,0.827294381660711
SLAMF6,0.8716068432025716,0.38429396518343706,0.8684364720907436
BYSL,1.2072625942844115,0.22851949334026705,0.7946358191745787
IAPP,-0.6418838549813853,0.5215611925705173,0.9108430012010649
ATP13A3,-0.49699669782009664,0.6196463407607489,0.9288976295424952
SLCO1B1,-0.07129885168804721,0.9432192865617882,0.9818842317572161
AKT2,-1.1040717196194054,0.270667742759992,0.827294381660711
SIPA1L3,0.5865700306505007,0.5580438188150443,0.9202477346414158
KLF17,-1.4376017719222536,0.15184960777089768,0.7189762992715542
SLC51A,-0.36459032956895415,0.7157382738948244,0.9507085399421508
AKAP9,-0.6604454384126137,0.5096014099352864,0.9048338615099487
RPL22L1,3.6933469764316387,0.00027407182774945776,0.1387977256103217
PSMA6,-2.736378722364028,0.006676385738410978,0.27879321928402356
PRODH2,0.1314944538939567,0.8954943368465841,0.9780207436079935
CYP51A1,1.659174723620242,0.0983867565583218,0.6827701640469745
CISD3,0.6735408585961337,0.5012513759269738,0.9029735684256178
NPHS1,-0.2141424230391822,0.8306178181728577,0.9738202353109606
RPL10,1.4409597084807908,0.15089944603380817,0.7189762992715542
HECTD1,-3.2791798342096548,0.001195504113616333,0.14942748727637947
SPTBN2,-0.5235493999304135,0.6010750680127637,0.9232716573103205
PSENEN,0.6427584525752372,0.5209944184016593,0.9108430012010649
TYROBP,0.3994544948984744,0.6899135881023312,0.9507085399421508
SSRP1,-0.1798858986730577,0.857393933815795,0.9763984461847085
LGALS12,-1.3234186587777237,0.18695551092501964,0.7270492091528542
SOX4,-2.0116009272135806,0.04537992835014411,0.5372182694392059
INTS13,-0.24402082743844392,0.8074231614641529,0.9677277617569142
CLDN12,1.04162419851318,0.2986340789159652,0.827294381660711
C11orf86,1.4449186806016359,0.14978507948976993,0.7189762992715542
TSFM,1.733216573271672,0.08434157852547625,0.6605192321722487
STX16,0.9663544906791355,0.33483958145605563,0.8404694858841214
RNF220,0.7463682027117983,0.4561754921443204,0.8903169043674025
TCHHL1,0.6826533232600898,0.49548431003115834,0.9022161164049712
SLCO1B3,-0.3318099513716392,0.7403223466331534,0.9623004144999464
DUSP23,-1.701278673944343,0.09018579021616754,0.6623325794588846
TRAPPC6B,0.018311814479226363,0.9854053165297099,0.993681753093677
GPATCH1,0.9019664661977522,0.36797897322054374,0.8598813831379796
VBP1,1.589607696067582,0.11323966664413351,0.7052575556013689
CD1C,0.7540421376277888,0.4515630852338479,0.8903169043674025
NYNRIN,1.8460682092524536,0.06611374492605782,0.6119508093736731
SLC22A12,-0.086679491443886,0.9309985514787935,0.9794916357866792
RAB22A,0.7762790378824335,0.4383485879904747,0.8810751893441502
GSDMC,-0.10064456566245289,0.9199166428304173,0.9794916357866792
GPR142,-0.6146388333348823,0.53937552761031,0.9179646928674411
DMTF1,-1.1324755907509814,0.25856468650101233,0.8227058206850393
LGALS4,-0.04936659503452748,0.9606682073986987,0.9853233834523528
KCNJ8,0.07483146781512261,0.9404111395976418,0.9812455831187319
S100A10,0.2899128379917856,0.7721332378137509,0.9673470204671337
FOS,-0.9345539192885092,0.35095756062902717,0.8466906855138
TESMIN,0.7444449636807191,0.4573356163300707,0.8903169043674025
LRRC59,0.9116020211408878,0.36289298193165576,0.8566828459090408
FUNDC2,0.3359076738091416,0.7372339637874554,0.961324007910281
DLL3,0.2606880360520616,0.7945566292873432,0.9677277617569142
IRAK4,1.9913324559073808,0.04757805358768885,0.5426956653874072
LYRM9,0.08322818112916527,0.9337394804153325,0.9794916357866792
